,y_pred,x_ant,x_atual,flag,x_antp,x_atualp,acc_x,acc_y,acc_z,time_teda,time_rls_filter_1,time_rls_filter_2,time_rls_update
32,49.011757,46,46,0,46,46,0.09,0.03,0.14,78,29,29,97
33,48.926907,46,46,0,46,46,0.05,0,0.02,67,29,32,98
34,49.937527,46,47,0,46,47,0.09,-0.01,0.11,75,26,36,99
35,49.858521,47,47,0,47,47,0.08,0,0.08,67,32,31,98
36,50.870438,47,48,0,47,48,0.06,0.02,0.13,75,24,32,104
37,50.796444,48,48,0,48,48,0.05,-0.01,0.04,74,29,32,96
38,49.646187,48,47,0,48,47,0.08,0,0.12,75,29,34,98
39,47.431942,47,45,0,47,45,0.06,-0.01,0.09,77,29,31,96
40,46.309910,45,44,0,45,44,0.08,-0.02,0.12,108,29,31,141
41,45.196556,44,43,0,44,43,0.07,-0.01,0.11,72,24,31,99
42,46.226212,43,44,0,43,44,0.12,0,0.03,72,24,36,99
43,47.254414,44,45,0,44,45,0.03,-0.02,-0.03,69,31,29,98
44,47.213387,45,45,0,45,45,0.06,-0.01,0.04,78,36,29,99
45,48.240578,45,46,0,45,46,0.06,0,0.04,65,34,29,101
46,49.266403,46,47,0,46,47,0.08,-0.01,0.02,75,24,32,108
47,48.159508,47,46,0,47,46,0.06,-0.01,0.09,73,29,34,101
48,45.997437,46,44,0,46,44,0.07,-0.04,0.01,77,26,31,108
49,41.732277,44,40,0,44,40,0.08,-0.01,0.24,65,26,36,99
50,36.442436,40,35,0,40,35,0.06,-0.02,0.23,70,24,32,104
51,29.090359,35,28,0,35,28,0.08,-0.03,0.23,79,31,31,97
52,22.823322,28,22,0,28,22,0.09,-0.01,0.24,72,29,32,97
53,19.698832,22,19,0,22,19,0.09,-0.17,0.02,73,26,31,101
54,19.696896,19,19,0,19,19,0.13,0.02,-0.04,75,29,29,122
55,22.814350,19,22,0,19,22,0.09,0.02,0.01,64,37,28,102
56,26.976509,22,26,0,22,26,0.10,-0.01,-0.04,89,26,34,94
57,30.100998,26,29,0,26,29,0.17,0,0,63,26,36,94
58,34.274303,29,33,0,29,33,0.11,0.03,-0.11,70,24,31,113
59,37.405914,33,36,0,33,36,0.09,0,-0.03,64,24,31,106
60,39.490223,36,38,0,36,38,0.11,-0.01,-0.02,78,24,36,97
61,42.625626,38,41,0,38,41,0.13,0.01,0.07,68,24,31,106
62,44.709839,41,43,0,41,43,0.11,-0.03,-0.01,70,27,29,93
63,46.793480,43,45,0,43,45,0.09,0.02,0.09,64,24,37,93
64,48.876335,45,47,0,45,47,0.04,-0.02,0.08,64,26,29,104
65,49.902321,47,48,0,47,48,0.06,-0.02,0.05,75,28,36,99
66,50.927315,48,49,0,48,49,0.10,-0.01,0.09,68,24,29,107
67,51.951321,49,50,0,49,50,0.07,0,0.09,70,24,29,106
68,52.974350,50,51,0,50,51,0.05,0,0.06,78,28,34,98
69,53.996414,51,52,0,51,52,0.05,-0.03,0.08,85,34,29,103
70,55.017532,52,53,0,52,53,0.07,-0.01,0.09,68,24,34,93
71,54.982738,53,53,0,53,53,0.07,0,0.13,75,24,42,98
72,57.057858,53,55,0,53,55,0.06,-0.03,0.08,75,36,29,96
73,57.021465,55,55,0,55,55,0.11,-0.03,0.08,65,26,36,99
74,58.040279,55,56,0,55,56,0.12,0.01,0.09,72,24,32,119
75,58.004692,56,56,0,56,56,0.10,-0.02,0.15,65,24,32,98
76,59.023087,56,57,0,56,57,0.06,0.04,0.17,78,26,31,107
77,58.988277,57,57,0,57,57,0.11,0.03,0.18,85,29,32,99
78,58.954880,57,57,0,57,57,0.07,-0.01,0.11,72,24,29,108
79,59.973232,57,58,0,57,58,0.12,-0.02,0.05,80,29,32,98
80,60.990818,58,59,0,58,59,0.10,-0.05,0.07,73,37,29,93
81,63.048809,59,60,1,59,63.048809,0.08,-0.03,0.06,80,29,34,98
82,65.176247,60.990818,62,1,60.990818,65.176247,0.09,0,0.11,80,24,32,97
83,64.035126,63.048809,62,1,63.048809,62,0.05,0,0.13,68,31,31,104
84,66.137054,62,62,1,62,66.137054,0.11,-0.03,0.11,80,24,32,97
85,62.914860,64.035126,61,0,64.035126,61,0.14,-0.06,0.07,65,26,41,96
86,61.838070,61,60,0,61,60,0.15,-0.04,0.14,84,24,41,98
87,60.765568,60,59,0,60,59,0.14,-0.04,0.17,63,26,41,97
88,58.653954,59,57,0,59,57,0.16,0.02,0.21,75,24,32,128
89,52.390476,57,51,0,57,51,0.19,-0.07,0.27,88,27,32,93
90,43.056885,51,42,0,51,42,0.17,-0.04,0.37,82,26,31,107
91,32.746773,42,32,0,42,32,0.12,-0.05,0.40,63,24,42,98
92,21.459040,32,21,0,32,21,0.12,-0.01,0.23,75,24,32,103
93,21.928114,21,20,1,21,21.928114,0.07,-0.10,0.03,67,36,32,101
94,21.457378,21.459040,21,0,21.459040,21,0.07,0.03,-0.08,84,24,40,97
95,26.576195,21,26,0,21,26,0.06,0,-0.08,63,24,28,102
96,30.675581,26,30,0,26,30,0.04,0.06,0.05,84,27,41,97
97,33.752426,30,33,0,30,33,0.08,-0.05,-0.05,64,26,32,104
98,36.831627,33,36,0,33,36,0.05,0.03,0,67,26,41,101
99,39.913246,36,39,0,36,39,0.12,-0.03,-0.02,116,24,28,136
100,42.997303,39,42,0,39,42,0.06,-0.01,-0.03,64,36,29,101
101,46.083778,42,45,0,42,45,0.09,-0.03,0.03,75,27,29,104
102,48.139706,45,47,0,45,47,0.09,0.02,0.08,70,26,39,99
103,50.196083,47,49,0,47,49,0.06,0.01,0.03,72,26,32,102
104,51.218597,49,50,0,49,50,0.12,0,0,80,24,29,103
105,52.240795,50,51,0,50,51,0.12,-0.02,0.01,72,26,31,101
106,53.262650,51,52,0,51,52,0.12,-0.05,-0.05,68,28,31,98
107,54.284157,52,53,0,52,53,0.04,-0.02,0.05,78,32,28,109
108,54.270500,53,53,0,53,53,0.09,0.03,0.05,68,24,31,109
109,53.223091,53,52,0,53,52,0.09,0.05,0.11,89,24,42,99
110,52.177719,52,51,0,52,51,0.11,-0.01,0.08,70,29,32,103
111,50.102386,51,49,0,51,49,0.09,0.01,0.20,87,24,35,93
112,44.942009,49,44,0,49,44,0.07,-0.04,0.23,63,24,32,107
113,40.824890,44,40,0,44,40,0.10,-0.03,0.21,72,26,31,107
114,34.667656,40,34,0,40,34,0.07,-0.03,0.23,80,37,28,96
115,26.482908,34,26,0,34,26,0.11,-0.04,0.31,75,24,31,104
116,26.974787,26,20,1,26,26.974787,0.06,0.06,0.25,65,27,31,102
117,27.475800,26.482908,16,1,26.482908,27.475800,0.10,0.11,0.18,72,24,37,102
118,19.337008,26.974787,19,1,26.974787,19,0.08,-0.05,-0.08,63,24,37,113
119,23.413847,19,23,0,19,23,0.08,0.01,-0.06,77,27,41,98
120,28.514755,23,28,0,23,28,0.03,0.01,-0.09,68,26,31,99
121,32.599918,28,32,0,28,32,0.05,0.02,-0.06,70,24,42,96
122,36.689541,32,36,0,32,36,0.08,0.02,-0.04,64,24,32,117
123,39.759140,36,39,0,36,39,0.04,-0.02,-0.02,75,24,31,104
124,42.831257,39,42,0,39,42,0.09,0.03,-0.03,67,26,34,94
125,43.852188,42,43,0,42,43,0.08,0.14,0.08,85,29,32,97
126,45.900078,43,45,0,43,45,0.08,0.03,-0.01,64,24,32,119
127,46.920849,45,46,0,45,46,0.12,0.02,0.01,77,26,31,109
128,47.941494,46,47,0,46,47,0.11,0.03,-0.04,68,27,31,106
129,48.962006,47,48,0,47,48,0.13,0.03,0.07,345,24,32,139
130,48.953949,48,48,0,48,48,0.17,0.01,-0.01,67,24,42,99
131,49.974216,48,49,0,48,49,0.14,0.02,0,68,26,31,101
132,50.994324,49,50,0,49,50,0.12,0.02,-0.01,74,24,28,98
133,50.985481,50,50,0,50,50,0.10,0,-0.01,78,28,40,98
134,49.948589,50,49,0,50,49,0.14,-0.02,0,70,24,42,97
135,48.913162,49,48,0,49,48,0.18,0,0.04,68,26,41,99
136,46.852711,48,46,0,48,46,0.16,-0.02,0.02,80,34,29,102
137,42.746078,46,42,0,46,42,0.15,0,0.24,65,26,32,99
138,35.582409,42,35,0,42,35,0.11,-0.02,0.25,75,24,36,99
139,27.421293,35,27,0,35,27,0.10,-0.02,0.18,63,24,29,104
140,27.849159,27,21,1,27,27.849159,0.10,0,0.21,75,26,42,108
141,28.283701,27.421293,16,1,27.421293,28.283701,0.13,0.17,0.14,65,29,36,99
142,17.246580,27.849159,17,1,27.849159,17,0.10,-0.04,-0.06,74,26,36,98
143,17.496737,17,19,1,17,17.496737,0.21,-0.01,-0.11,70,37,31,109
144,23.341351,17.246580,23,0,17.246580,23,0.12,0.01,-0.11,70,29,31,104
145,27.408833,23,27,0,23,27,0.14,0.02,-0.03,65,26,39,96
146,30.461798,27,30,0,27,30,0.10,-0.02,-0.12,80,27,42,99
147,34.536388,30,34,0,30,34,0.14,-0.12,-0.15,67,26,36,98
148,37.594925,34,37,0,34,37,0.14,-0.04,-0.11,75,31,31,107
149,41.677937,37,41,0,37,41,0.09,-0.05,-0.09,68,29,29,98
150,45.766239,41,45,0,41,45,0.11,0,-0.01,80,29,32,96
151,48.834702,45,48,0,45,48,0.09,0.01,0.09,72,24,29,112
152,49.853485,48,49,0,48,49,0.05,0.02,0.08,67,29,29,104
153,50.872177,49,50,0,49,50,0.15,-0.03,0.09,84,26,40,98
154,49.838531,50,49,0,50,49,0.23,-0.03,0.13,68,27,34,106
155,48.806252,49,48,0,49,48,0.29,-0.01,0.11,70,29,31,102
156,48.799782,48,48,0,48,48,0.26,-0.02,0.08,78,34,29,107
157,50.843082,48,50,0,48,50,0.05,0.04,0.03,80,27,42,99
158,52.887154,50,52,0,50,52,0.09,-0.02,0.12,68,27,37,97
159,53.905273,52,53,0,52,53,0.08,-0.03,0.15,70,31,32,104
160,52.870430,53,52,0,53,52,0.17,-0.04,0.11,65,24,36,97
161,51.837051,52,51,0,52,51,0.18,-0.02,0.18,72,34,42,103
162,50.805046,51,50,0,51,50,0.12,0.02,0.19,75,24,32,97
163,49.774323,50,49,0,50,49,0.17,0.02,0.15,75,26,29,104
164,48.744812,49,48,0,49,48,0.13,0.01,0.12,74,26,37,104
165,47.716431,48,47,0,48,47,0.19,-0.01,0.11,80,27,37,98
166,45.667259,47,45,0,47,45,0.14,-0.02,0.17,67,26,37,101
167,43.620880,45,43,0,45,43,0.08,0.02,0.10,75,24,28,104
168,40.557438,43,40,0,43,40,0.12,-0.04,0.16,72,24,36,98
169,35.462643,40,35,0,40,35,0.16,-0.01,0.27,80,24,32,96
170,27.331060,35,27,0,35,27,0.14,-0.07,0.27,67,27,31,107
171,27.666180,27,18,1,27,27.666180,0.12,-0.02,0.26,470,24,29,116
172,28.005409,27.331060,13,1,27.331060,28.005409,0.08,-0.02,0.17,80,34,42,103
173,8.083586,27.666180,8,1,27.666180,8,0.09,-0.03,0.18,63,26,37,94
174,8.168045,8,5,1,8,8.168045,0.09,-0.02,0.01,74,26,36,98
175,8.253386,8.083586,3,1,8.083586,8.253386,0.10,-0.02,0.13,69,31,31,97
176,1.010249,8.168045,1,1,8.168045,1,0.08,-0.01,0.13,72,24,29,99
177,1.020603,1,0,1,1,1.020603,0.08,-0.01,0.04,70,24,29,99
178,1.031063,1.010249,0,1,1.010249,1.031063,0.07,0,0.01,78,26,41,99
179,2.020505,1.020603,2,1,1.020603,2,0.08,-0.01,0.02,72,34,42,103
180,2.041220,2,4,1,2,2.041220,0.07,0.01,-0.02,70,24,37,93
181,2.062147,2.020505,7,1,2.020505,2.062147,0.07,0,0,65,26,32,99
182,9.092726,2.041220,9,1,2.041220,9,0.05,0.01,0.07,74,24,31,98
183,9.186407,9,10,1,9,9.186407,0.03,-0.03,0.10,72,37,42,103
184,9.281054,9.092726,7,1,9.092726,9.281054,0.03,-0.01,0.24,70,26,31,107
185,4.040498,9.186407,4,1,9.186407,4,0.06,-0.02,0,77,28,28,98
186,4.081407,4,5,1,4,4.081407,0.03,-0.01,0.04,70,24,31,102
187,4.122729,4.040498,6,1,4.040498,4.122729,0.05,-0.01,0.01,77,29,31,102
188,9.091799,4.081407,9,1,4.081407,9,-0.03,0,0.02,84,28,40,98
189,9.184534,9,13,1,9,9.184534,-0.14,0.01,0.05,63,26,41,99
190,18.189167,9.091799,18,0,9.091799,18,-0.29,-0.02,0.11,70,24,42,103
191,23.249464,18,23,0,18,23,0,0.01,-0.10,68,34,42,103
192,27.301973,23,27,0,23,27,0.04,0.04,-0.08,78,28,32,102
193,33.389072,27,33,0,27,33,-0.09,0.01,-0.03,64,26,32,101
194,36.436691,33,36,0,33,36,0.02,0.02,0.04,72,24,31,108
195,38.469402,36,38,0,36,38,-0.16,0,0.04,77,28,34,98
196,40.503292,38,40,0,38,40,-0.14,0.02,0.06,78,26,31,107
197,40.500122,40,40,0,40,40,-0.03,0.01,0.10,67,24,31,112
198,41.515846,40,41,0,40,41,-0.01,-0.03,0.09,72,29,32,96
199,41.512447,41,41,0,41,41,-0.05,0.01,0.07,67,34,29,99
200,41.509079,41,41,0,41,41,-0.17,0.01,0.11,80,26,41,98
201,41.505749,41,41,0,41,41,-0.06,-0.01,0.15,73,34,42,103
202,41.502449,41,41,0,41,41,-0.06,0.01,0,75,32,29,93
203,42.518017,41,42,0,41,42,0.06,0,0,64,24,41,103
204,43.533710,42,43,0,42,43,0.01,0,-0.02,68,31,29,104
205,43.529915,43,43,0,43,43,0.08,0,0.03,72,26,40,97
206,43.526169,43,43,0,43,43,0.05,0,-0.02,73,36,29,102
207,44.541821,43,44,0,43,44,0.05,0.01,-0.04,78,24,36,99
208,45.557579,44,45,0,44,45,0.03,-0.01,0,67,35,29,99
209,44.533546,45,44,0,45,44,-0.01,0.02,0.06,84,28,32,96
210,44.529667,44,44,0,44,44,0.04,-0.01,0.13,72,34,42,103
211,43.506809,44,43,0,44,43,-0.03,0,0.08,70,24,29,119
212,42.484886,43,42,0,43,42,-0.06,0,0.08,80,37,41,103
213,40.446304,42,40,0,42,40,-0.07,-0.01,0.12,73,34,41,103
214,37.393951,40,37,0,40,37,0.03,-0.01,0.03,78,29,29,104
215,35.361191,37,35,0,37,35,0.04,-0.01,0.07,72,24,29,103
216,31.302406,35,31,0,35,31,0.05,-0.03,0.15,75,29,32,97
217,26.237789,31,26,0,31,26,0.06,-0.02,0.20,87,27,40,99
218,22.192186,26,22,0,26,22,0.08,-0.03,0.11,68,29,29,99
219,19.160986,22,19,0,22,19,0.07,0.08,0.12,70,24,42,102
220,18.151016,19,18,0,19,18,0.03,-0.15,-0.01,70,26,32,103
221,21.180275,18,21,0,18,21,0.05,0.03,-0.04,74,26,32,104
222,26.233257,21,26,0,21,26,0.03,0,-0.04,80,28,35,98
223,29.268196,26,29,0,26,29,0.07,-0.01,-0.02,70,24,29,108
224,33.318981,29,33,0,29,33,0.09,0.02,-0.01,64,24,32,107
225,36.360310,33,36,0,33,36,0.07,0.04,0.07,78,34,29,93
226,40.420650,36,40,0,36,40,-0.03,0.01,0.09,68,27,28,102
227,43.469368,40,43,0,40,43,-0.03,0.01,0.07,75,31,32,104
228,44.484154,43,44,0,43,44,0.05,-0.02,0.13,64,24,29,108
229,45.499077,44,45,0,44,45,0.02,-0.02,0.15,74,27,29,104
230,46.514130,45,46,0,45,46,0.05,0,0.22,70,24,42,103
231,47.529293,46,47,0,46,47,0.04,0,0.17,73,28,29,98
232,48.544563,47,48,0,47,48,0.07,-0.03,0.10,84,24,42,98
233,49.559921,48,49,0,48,49,0.02,-0.01,0.13,73,26,42,102
234,50.575359,49,50,0,49,50,0,0,0.19,75,26,31,106
235,51.590858,50,51,0,50,51,0.08,-0.04,0.13,68,29,41,99
236,51.585243,51,51,0,51,51,0.09,-0.01,0.15,84,24,31,97
237,48.519020,51,48,0,51,48,0.06,0,0.30,68,24,34,98
238,45.459251,48,45,0,48,45,0.01,-0.01,0.13,70,29,31,107
239,44.438721,45,44,0,45,44,0.03,-0.01,0.19,69,37,28,96
240,41.386719,44,41,0,44,41,0.10,-0.04,0.23,78,29,34,98
241,36.311333,41,36,0,41,36,0.06,-0.03,0.22,72,34,42,103
242,32.259117,36,32,0,36,32,0.09,-0.02,0.22,70,24,29,109
243,25.181793,32,25,0,32,25,0.09,0.02,0.35,67,37,42,103
244,20.136187,25,20,0,25,20,0.06,-0.03,0.28,75,35,42,103
245,18.119806,20,18,0,20,18,0.06,0,0.24,65,35,42,103
246,18.240410,18,14,1,18,18.240410,0.11,0,0.07,72,31,29,104
247,18.361816,18.119806,14,1,18.119806,18.361816,0.07,0.05,0.16,77,34,42,106
248,17.111599,18.240410,17,0,18.240410,17,0.04,-0.01,-0.02,80,37,42,103
249,21.142996,17,21,0,17,21,0.08,0.04,-0.01,80,34,42,103
250,27.196241,21,27,0,21,27,0.02,0.02,-0.05,63,24,41,103
251,33.259247,27,33,0,27,33,0.03,0.02,-0.05,80,34,42,103
252,37.307861,33,37,0,33,37,0,0.02,0,80,37,42,103
253,41.362240,37,41,0,37,41,0.03,-0.02,-0.06,80,34,42,102
254,44.406639,41,44,0,41,44,0.01,0.01,0.02,72,34,42,102
255,46.437210,44,46,0,44,46,0.06,-0.05,0,80,34,42,102
256,47.451252,46,47,0,46,47,-0.01,0,0.01,73,34,42,103
257,49.483669,47,49,0,47,49,0.09,0.02,0.05,80,32,42,103
258,49.479397,49,49,0,49,49,0.03,0,0.06,80,34,42,103
259,49.475197,49,49,0,49,49,0,0,0.05,80,32,42,103
260,50.489555,49,50,0,49,50,0.03,0.01,0.04,73,34,42,103
261,51.504028,50,51,0,50,51,0.06,0.01,0.01,80,34,42,103
262,51.499355,51,51,0,51,51,0.04,-0.01,0.05,73,34,42,103
263,51.494762,51,51,0,51,51,0.06,-0.04,0.11,75,24,42,102
264,51.490253,51,51,0,51,51,0.10,-0.02,0.03,73,34,41,103
265,51.485821,51,51,0,51,51,0.06,-0.02,-0.01,80,34,42,103
266,49.445335,51,49,0,51,49,0.10,-0.03,0.21,73,34,42,102
267,44.359684,49,44,0,49,44,0.08,-0.03,0.26,80,32,28,140
268,37.261623,44,37,0,44,37,0.06,-0.02,0.18,80,37,42,102
269,32.205063,37,32,0,37,32,0.04,-0.01,0.29,70,24,42,103
270,27.157684,32,27,0,32,27,0.03,-0.03,0.28,72,34,42,103
271,19.096634,27,19,0,27,19,0.06,0.02,0.20,80,32,42,103
272,17.084126,19,17,0,19,17,0.06,0.15,0.13,64,24,42,103
273,20.102415,17,20,0,17,20,0.07,-0.03,-0.03,75,24,42,103
274,25.136587,20,25,0,20,25,0.05,-0.01,-0.04,73,34,42,103
275,29.168308,25,29,0,25,29,0,0.05,-0.02,80,34,42,103
276,34.214188,29,34,0,29,34,0.04,0.05,-0.06,63,24,42,103
277,38.256748,34,38,0,34,38,0.04,-0.01,-0.04,72,32,42,102
278,42.305000,38,42,0,38,42,0.09,0.02,0.07,80,37,42,103
279,45.344852,42,45,0,42,45,0.02,0,0.01,73,34,42,103
280,48.388115,45,48,0,45,48,-0.03,0.03,0.15,80,34,42,114
281,51.434856,48,51,0,48,51,0.02,0.03,0.06,72,34,42,103
282,53.466679,51,53,0,51,53,0.07,0,0.02,88,37,42,103
283,55.499756,53,55,0,53,55,-0.04,-0.02,0.04,73,34,42,103
284,57.534042,55,57,0,55,57,0.02,0.02,0.01,80,34,42,103
285,58.548630,57,58,0,57,58,0.03,0.02,0.03,73,34,42,102
286,59.563259,58,59,0,58,59,0.04,0.02,0.03,72,24,42,103
287,60.131897,59,61,1,59,60.131897,0.02,-0.01,0,80,37,42,103
288,60.705963,59.563259,62,1,59.563259,60.705963,0.02,0.03,0.05,80,34,42,103
289,62.607422,60.131897,62,1,60.131897,62,0,0.01,0.09,63,24,42,103
290,63.220795,62,63,1,62,63.220795,-0.01,0.01,0.05,80,32,42,103
291,63.840176,62.607422,64,1,62.607422,63.840176,0.02,0,0.02,80,34,41,103
292,64.629005,63.220795,64,1,63.220795,64,0.07,-0.02,0,96,37,42,103
293,65.264191,64,64,1,64,65.264191,0.06,0,0.08,73,34,42,102
294,65.905624,64.629005,64,1,64.629005,65.905624,0.05,0.02,0.07,70,24,42,103
295,63.583984,65.264191,63,1,65.264191,63,0.03,0.04,0.05,73,34,42,103
296,64.173386,63,62,1,63,64.173386,0.02,0,0.06,80,34,42,102
297,64.768250,63.583984,61,1,63.583984,64.768250,0.02,-0.02,-0.01,80,37,42,103
298,60.504250,64.173386,60,0,64.173386,60,0.01,0.01,0.11,72,24,42,103
299,58.463081,60,58,0,60,58,0.03,0,0.04,73,34,42,103
300,56.424965,58,56,0,58,56,0.02,-0.02,0.09,80,34,42,103
301,54.389645,56,54,0,56,54,0.03,0,0.13,80,37,42,103
302,53.371574,54,53,0,54,53,0.04,-0.04,0.03,80,32,42,103
303,52.354301,53,52,0,53,52,0.04,-0.01,0.06,64,24,42,103
304,52.351719,52,52,0,52,52,0.04,-0.03,0.07,72,24,42,103
305,49.308472,52,49,0,52,49,0.07,-0.05,0.17,73,34,41,103
306,45.257847,49,45,0,49,45,0.04,-0.02,0.28,118,37,40,103
307,37.175251,45,37,0,45,37,0.04,-0.01,0.32,64,24,42,117
308,29.113890,37,29,0,37,29,0.04,-0.05,0.33,77,34,41,103
309,22.074207,29,22,0,29,22,0.04,-0.03,0.25,78,31,31,97
310,17.052210,22,17,0,22,17,0.01,-0.08,0.06,73,34,41,103
311,18.056070,17,18,0,17,18,0.01,-0.08,-0.03,85,27,42,102
312,21.068476,18,21,0,18,21,-0.02,0.03,-0.06,63,24,42,102
313,26.092239,21,26,0,21,26,-0.03,0.01,-0.01,73,34,42,103
314,30.114935,26,30,0,26,30,0.04,-0.01,-0.02,72,24,42,103
315,34.141376,30,34,0,30,34,0.09,-0.01,-0.02,73,34,42,103
316,38.172050,34,38,0,34,38,-0.05,0.02,-0.10,87,36,42,103
317,42.207420,38,42,0,38,42,0.04,0,-0.03,80,34,42,103
318,44.226665,42,44,0,42,44,0.02,-0.04,-0.02,70,34,42,103
319,46.247116,44,46,0,44,46,0.02,0.03,0.07,73,34,42,103
320,49.280743,46,49,0,46,49,0.04,0.01,0.04,80,34,41,103
321,50.291431,49,50,0,49,50,0.03,-0.01,0.04,68,24,42,103
322,51.302322,50,51,0,50,51,0.06,0,-0.02,80,34,42,103
323,52.313416,51,52,0,51,52,-0.03,0.02,0.05,73,34,42,103
324,53.324699,52,53,0,52,53,0.05,0.02,-0.01,88,35,42,103
325,54.336170,53,54,0,53,54,0.12,-0.01,0.04,73,34,42,102
326,54.333477,54,54,0,54,54,0.09,-0.02,0.13,94,32,42,103
327,55.345062,54,55,0,54,55,0.01,0.01,0.09,96,34,42,103
328,54.327950,55,54,0,55,54,0.04,-0.01,0.12,88,31,42,102
329,52.298164,54,52,0,54,52,0.09,-0.01,0.17,72,34,42,103
330,48.246437,52,48,0,52,48,0.06,-0.02,0.23,88,37,42,103
331,43.191803,48,43,0,48,43,0.08,-0.03,0.26,73,34,42,103
332,35.123180,43,35,0,43,35,0.12,-0.03,0.28,70,24,42,102
333,28.079859,35,28,0,35,28,0.09,-0.03,0.30,72,34,42,103
334,21.048700,28,21,0,28,21,0.06,-0.03,0.20,80,32,42,103
335,17.035511,21,17,0,21,17,0.04,0.07,0.08,80,37,42,103
336,17.035482,17,17,0,17,17,0.07,-0.04,-0.01,75,24,42,103
337,21.047728,17,21,0,17,21,-0.04,0.03,-0.10,73,34,42,103
338,26.066591,21,26,0,21,26,-0.04,0.04,-0.11,80,36,42,102
339,30.085409,26,30,0,26,30,0.07,-0.04,0.01,72,34,42,103
340,33.102058,30,33,0,30,33,0.01,-0.02,-0.02,88,36,42,103
341,35.114429,33,35,0,33,35,-0.02,0.02,0.05,63,24,42,103
342,37.127884,35,37,0,35,37,-0.11,0.02,0.05,80,34,42,103
343,38.134827,37,38,0,37,38,0.04,0,0.02,73,34,42,103
344,39.142021,38,39,0,38,39,0.08,-0.02,-0.01,470,24,32,137
345,41.157772,39,41,0,39,41,0.06,0,-0.02,70,24,41,103
346,43.174728,41,43,0,41,43,-0.03,0.01,-0.01,73,34,42,103
347,44.183247,43,44,0,43,44,0.15,-0.03,0.03,80,34,42,103
348,43.172707,44,43,0,44,43,0.04,-0.02,0.06,73,34,42,103
349,43.171799,43,43,0,43,43,0.07,0.01,0,72,24,42,103
350,43.170895,43,43,0,43,43,0.04,0.01,0.07,80,39,42,103
351,41.152061,43,41,0,43,41,0.10,-0.01,0.18,80,34,42,103
352,36.111889,41,36,0,41,36,0.04,-0.02,0.27,72,34,41,103
353,28.063732,36,28,0,36,28,0.09,-0.05,0.37,70,24,41,103
354,20.032608,28,20,0,28,20,0.09,-0.02,0.33,73,34,42,103
355,20.065269,20,15,1,20,20.065269,0.04,-0.01,0.10,87,35,42,103
356,18.027187,20.032608,18,0,20.032608,18,0.05,0.07,-0.05,73,34,42,103
357,23.040760,18,23,0,18,23,0.06,-0.03,-0.06,109,34,41,103
358,28.059031,23,28,0,23,28,0.04,0.01,-0.04,72,34,42,103
359,33.083107,28,33,0,28,33,0.08,0.02,-0.05,80,32,42,103
360,38.114059,33,38,0,33,38,0.06,0,-0.05,80,37,41,103
361,41.136486,38,41,0,38,41,0.09,-0.01,0,80,34,42,103
