"Name","Threshold","FlagCorrection","N_outlier_max","FilterOrder","Forgetting","Regularization","accuracy","f1_score","recall","rmse_pred","rmse_saved","mae_pred","mae_saved"
"dainty-sweep-798","2.2","true","1","4","0.99","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","127.88631365901414","125.31754116293573","27.684792567661823","22.40521326068806"
"fanciful-sweep-730","2.2","true","1","4","0.5","10","0.9510416666666668","0.5840707964601769","0.8918918918918919","173.53330569923162","165.41555185830128","48.63762100648532","28.52798609540419"
"restful-sweep-294","2.2","false","1","2","0.999","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","146.5648156838287","144.40418808926535","35.32785808011086","32.00087075558246"
"stellar-sweep-82","2.2","true","1","2","0.99","10","0.9510416666666668","0.5840707964601769","0.8918918918918919","128.71831016876","125.99006182089376","29.57235232672924","22.432642931055955"
"unique-sweep-326","2.2","false","1","2","1","0.1","0.9510416666666668","0.5840707964601769","0.8918918918918919","146.69015815872433","144.5299713266947","35.50351919138402","32.09070524191438"
"dauntless-sweep-578","2.2","false","1","3","0.98","0.1","0.9510416666666668","0.5840707964601769","0.8918918918918919","143.84023798836736","141.60584780241595","34.251609696689776","30.019164556027537"
"fragrant-sweep-218","2.2","false","1","2","0.98","0.1","0.9510416666666668","0.5840707964601769","0.8918918918918919","143.7985882498214","141.56068057668085","34.30081418852103","29.995042771280293"
"true-sweep-582","2.2","false","1","3","0.98","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","143.84024503150982","141.605854659707","34.2516200398518","30.019170636372277"
"prime-sweep-474","2.2","true","1","3","0.999","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","127.16182187251582","124.58690091344371","27.886569827269778","22.285933303013746"
"clean-sweep-834","2.2","true","1","4","0.999","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","127.00560796384846","124.44195016957823","27.533078675468968","22.270827929368956"
"serene-sweep-690","2.2","false","1","3","1","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","146.69489160968112","144.53407363755466","35.44557063447416","32.08821400312124"
"easy-sweep-1014","2.2","false","1","4","0.999","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","146.69615986373947","144.53663799924325","35.352054849227336","32.108794860281854"
"zany-sweep-722","2.2","true","1","4","0.5","0.1","0.9510416666666668","0.5840707964601769","0.8918918918918919","173.53333953322564","165.41557771637173","48.637614666251686","28.52798472207856"
"faithful-sweep-298","2.2","false","1","2","0.999","10","0.9510416666666668","0.5840707964601769","0.8918918918918919","146.5649039074132","144.40427257379113","35.32800576429276","32.000927756825725"
"wandering-sweep-542","2.2","false","1","3","0.5","0.1","0.9510416666666668","0.5840707964601769","0.8918918918918919","234.40813192242808","228.6913282716536","76.67960799526658","55.80831251139208"
"noble-sweep-222","2.2","false","1","2","0.98","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","143.79859367293457","141.56068575785054","34.300822459268765","29.995046647894863"
"polished-sweep-982","2.2","false","1","4","0.99","10","0.9510416666666668","0.5840707964601769","0.8918918918918919","145.44015059362195","143.25915310322125","34.61537308198865","31.18992843694892"
"glad-sweep-546","2.2","false","1","3","0.5","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","234.40812279833835","228.6913200727072","76.67960611945871","55.80831053416211"
"balmy-sweep-366","2.2","true","1","3","0.5","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","181.48317891531872","170.94620847081785","51.127753437469906","29.06762730611633"
"jumping-sweep-910","2.2","false","1","4","0.5","10","0.9510416666666668","0.5840707964601769","0.8918918918918919","210.749273214146","205.57682514085897","68.98834528841925","50.32779040502049"
"misunderstood-sweep-334","2.2","false","1","2","1","10","0.9510416666666668","0.5840707964601769","0.8918918918918919","146.69025819067315","144.5300671188507","35.50368750486006","32.09076937975131"
"deft-sweep-1050","2.2","false","1","4","1","1","0.9510416666666668","0.5840707964601769","0.8918918918918919","146.81885039783444","144.6599394587466","35.50309902160424","32.19169097476284"
"neat-sweep-766","2.2","true","1","4","0.98","10","0.9510416666666668","0.5840707964601769","0.8918918918918919","129.30688269862267","126.68002130195916","28.80919184099214","22.68676142135492"
