"Name","Threshold","FlagCorrection","N_outlier_max","FilterOrder","Forgetting","Regularization","accuracy","f1_score","recall","rmse_pred","rmse_saved","mae_pred","mae_saved"
"eager-sweep-767","2.35","true","1","4","0.98","10","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.15886964957917","131.7317298121054","28.43265889196883","23.40816619459209"
"quiet-sweep-547","2.35","false","1","3","0.5","1","0.9666666666666668","0.6666666666666667","0.8648648648648649","189.3123201439781","183.80209049245508","60.46029973897433","40.58477254546818"
"solar-sweep-119","2.35","true","1","2","0.999","10","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.35298276211077","131.9770389053849","27.3932366261543","23.322597490051866"
"crisp-sweep-579","2.35","false","1","3","0.98","0.1","0.9666666666666668","0.6666666666666667","0.8648648648648649","137.65343956304017","135.3033557383224","30.84776371615006","26.24716992973784"
"iconic-sweep-299","2.35","false","1","2","0.999","10","0.9666666666666668","0.6666666666666667","0.8648648648648649","138.55086665661233","136.25775439822596","30.90388182796341","27.26597284503315"
"serene-sweep-115","2.35","true","1","2","0.999","1","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.35298984454346","131.9770531870034","27.393126145035467","23.32259576403253"
"laced-sweep-835","2.35","true","1","4","0.999","1","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.33650412628157","131.96152895580988","27.262850171723073","23.321291649514315"
"driven-sweep-263","2.35","false","1","2","0.99","10","0.9666666666666668","0.6666666666666667","0.8648648648648649","138.07037029063244","135.7643043720485","30.487403485147077","26.717059642863465"
"logical-sweep-291","2.35","false","1","2","0.999","0.1","0.9666666666666668","0.6666666666666667","0.8648648648648649","138.55083030878035","136.25772374163384","30.90374217029207","27.265940153969716"
"stoic-sweep-407","2.35","true","1","3","0.98","10","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.19788710111033","131.76422497153726","28.53970621896016","23.41490537416881"
"radiant-sweep-975","2.35","false","1","4","0.99","0.1","0.9666666666666668","0.6666666666666667","0.8648648648648649","138.14366885320334","135.84026793382182","30.49526103126734","26.80530707504011"
"peach-sweep-183","2.35","false","1","2","0.5","0.1","0.9666666666666668","0.6666666666666667","0.8648648648648649","200.42043593921667","193.9494483555474","63.90192517682715","42.12165039949168"
"swept-sweep-371","2.35","true","1","3","0.5","10","0.9666666666666668","0.6666666666666667","0.8648648648648649","147.56958346309804","140.7181777278138","45.14122690640713","26.101963914074023"
"splendid-sweep-187","2.35","false","1","2","0.5","1","0.9666666666666668","0.6666666666666667","0.8648648648648649","200.4204327550324","193.9494451548316","63.90192511852184","42.12164965683778"
"noble-sweep-979","2.35","false","1","4","0.99","1","0.9666666666666668","0.6666666666666667","0.8648648648648649","138.1436717932452","135.84027046153162","30.495274892699797","26.80531146758161"
"hardy-sweep-943","2.35","false","1","4","0.98","1","0.9666666666666668","0.6666666666666667","0.8648648648648649","137.69268086083994","135.34690306129693","30.841598573852","26.297602073076575"
"vibrant-sweep-75","2.35","true","1","2","0.99","0.1","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.19210322291326","131.80336161601087","27.611500453551084","23.331087991978357"
"stellar-sweep-331","2.35","false","1","2","1","1","0.9666666666666668","0.6666666666666667","0.8648648648648649","138.59731486902388","136.303318794782","31.032487006746507","27.31252665119465"
"legendary-sweep-507","2.35","true","1","3","1","0.1","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.3913400299463","132.01684106717582","27.31321256026519","23.327214060700417"
"earthy-sweep-43","2.35","true","1","2","0.98","1","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.1524745085402","131.7055313945801","28.76573716464969","23.408359384213835"
"stoic-sweep-691","2.35","false","1","3","1","1","0.9666666666666668","0.6666666666666667","0.8648648648648649","138.6130766208397","136.31915722957172","30.960527411764456","27.308772885627647"
"hopeful-sweep-83","2.35","true","1","2","0.99","10","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.19209285346054","131.80334410348345","27.611611998904547","23.3310856941242"
"earnest-sweep-939","2.35","false","1","4","0.98","0.1","0.9666666666666668","0.6666666666666667","0.8648648648648649","137.6926794281976","135.3469019642484","30.84159114139726","26.297599057130377"
"firm-sweep-155","2.35","true","1","2","1","10","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.37175488861556","131.995522104647","27.423724610379345","23.330251059565164"
"toasty-sweep-687","2.35","false","1","3","1","0.1","0.9666666666666668","0.6666666666666667","0.8648648648648649","138.61307283535464","136.31915394488246","30.960514557193925","27.30876879252192"
"solar-sweep-839","2.35","true","1","4","0.999","10","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.3364820773563","131.96149953562994","27.262949328113063","23.32129509296124"
"sunny-sweep-831","2.35","true","1","4","0.999","0.1","0.9666666666666668","0.6666666666666667","0.8648648648648649","134.33650633055447","131.961531896706","27.26284025996012","23.32129130530156"
